signal_id,platform,creator,topic,hook_text,url,views,baseline_views,outlier_multiplier,engagement_rate,lead_rate,outlier_score,confidence,winner_line_status,reason_codes
357a8ab0e1e1,tiktok,kaseykayyyyy,P1: Money you can live with,HOUSE UPDATE FOR Y'ALL.,https://www.tiktok.com/@kaseykayyyyy/video/7664991146153643294,203500.0,4900.0,41.5306,,,41.5306,high,above_winner_line,baseline_multiplier=41.53
1e7c96d27bed,tiktok,sydneyharris252,P5: Seeing through the listing,Day 1 trying to sell our house in AZ,https://www.tiktok.com/@sydneyharris252/video/7655095399300042014,40400.0,1000.0,40.4,,,40.4,high,above_winner_line,baseline_multiplier=40.40
c126c4f73722,tiktok,hannah_bhiatt,P1: Money you can live with,Budget my paycheck w/me night shift nurse,https://www.tiktok.com/@hannah_bhiatt/video/7665486950417059102,3700000.0,97000.0,38.1443,,,38.1443,high,above_winner_line,baseline_multiplier=38.14
f57f24a807ee,instagram,calljerryy,P1: Money you can live with,"ANTIOCH, CA UNDER $600K YOU CAN FISH IN THE BACKYARD!",https://www.instagram.com/reel/DaywwTxo379/,79100.0,2100.0,37.6667,,,37.6667,high,above_winner_line,baseline_multiplier=37.67
86fcff009370,instagram,maria.s.smyslova,P5: Seeing through the listing,Deal was PERFECT until buyer brought their PARENTS to see the house.,https://www.instagram.com/reel/DcWyZ1aIpbb/,78800.0,2100.0,37.5238,,,37.5238,high,above_winner_line,baseline_multiplier=37.52
d499bf39c9eb,instagram,tinasellsoc,P3: Someone on your side,Why do some homes feel CROWDED no matter how big they are?,https://www.instagram.com/reel/Dak7zeYBTUK/,369600.0,10800.0,34.2222,,,34.2222,high,above_winner_line,baseline_multiplier=34.22
18e1526367d4,tiktok,realmortgagementor,P1: Money you can live with,"HOW MUCH DO YOU NEED TO MAKE TO AFFORD A $465,000 HOME? 🏡💸",https://www.tiktok.com/@realmortgagementor/video/7672843729018899743,267000.0,7900.0,33.7975,,,33.7975,high,above_winner_line,baseline_multiplier=33.80
83fa4ad3d9e6,tiktok,stargelrealestate,P3: Someone on your side,RELOCATING TO LA?,https://www.tiktok.com/@stargelrealestate/video/7656559363120811295,43700.0,1400.0,31.2143,,,31.2143,high,above_winner_line,baseline_multiplier=31.21
c02b67ab04b2,tiktok,realmortgagementor,P1: Money you can live with,"HOW MUCH DO YOU NEED TO MAKE TO AFFORD A $335,000 HOME?",https://www.tiktok.com/@realmortgagementor/video/7677641108205178143,168800.0,5600.0,30.1429,,,30.1429,high,above_winner_line,baseline_multiplier=30.14
ffe4ccc11ecb,instagram,stephanieeoliverarealtor,P3: Someone on your side,"SPANISH HOME DECOR 📍 RIVERSIDE, CA ☀️",https://www.instagram.com/reel/DbMUBmlhKKr/,93200.0,3200.0,29.125,,,29.125,high,above_winner_line,baseline_multiplier=29.12
d972527f3095,instagram,jordanclarktxrealtor_,P1: Money you can live with,"$279,000 5 Bed | 2.5 Bath Gameroom & Office Houston, Tx Suburbs",https://www.instagram.com/reel/DcobMjFByfE/,415300.0,14700.0,28.2517,,,28.2517,high,above_winner_line,baseline_multiplier=28.25
eb419d9c2e78,tiktok,mortgagemandy,P1: Money you can live with,Not all mortgage lenders will tell you this:,https://www.tiktok.com/@mortgagemandy/video/7663242327015787790,86400.0,3200.0,27.0,,,27.0,high,above_winner_line,baseline_multiplier=27.00
4410b19a5d65,instagram,arjunmortgage,P3: Someone on your side,"Mill Valley, California",https://www.instagram.com/reel/DbHN2APDP3E/,38800.0,1500.0,25.8667,,,25.8667,high,above_winner_line,baseline_multiplier=25.87
31a1e7632c74,instagram,thedebtfreeway,P1: Money you can live with,Doublewide + 3 Acres Full Cost Breakdown,https://www.instagram.com/reel/DbjlmlruALT/,1800000.0,77300.0,23.2859,,,23.2859,high,above_winner_line,baseline_multiplier=23.29
9d3bce40acfa,instagram,meres_mortgage,P3: Someone on your side,"First Time Homebuyer Grant $15,750 (2026)",https://www.instagram.com/reel/DbCO1BixePL/,437600.0,19700.0,22.2132,,,22.2132,high,above_winner_line,baseline_multiplier=22.21
827bbe7a8798,tiktok,tegest_tsehai,P1: Money you can live with,The internet is lying about mortgage payments,https://www.tiktok.com/@tegest_tsehai/video/7657236602183322893,24000.0,1100.0,21.8182,,,21.8182,high,above_winner_line,baseline_multiplier=21.82
45d90f6adce2,instagram,utahrealestatepaige,P3: Someone on your side,IT'S COMING TO MY ATTENTION THAT THERE'S SOME AGENTS WHO LIKE TO TALK ABOUT ME AND HONESTLY UNDERSTANDABLY,https://www.instagram.com/reel/DbyMz3PRkeS/,170200.0,8200.0,20.7561,,,20.7561,high,above_winner_line,baseline_multiplier=20.76
dbb979614c84,instagram,realtorkina,P1: Money you can live with,How the monthly payment on $1.2M breaks down 😳,https://www.instagram.com/reel/DaeISNIvf3s/,120100.0,5900.0,20.3559,,,20.3559,high,above_winner_line,baseline_multiplier=20.36
81bff50b838a,tiktok,krisasis,P1: Money you can live with,Budget for the month of July as a family of 3 living on goverment assistance,https://www.tiktok.com/@krisasis/video/7657299257044552973,393800.0,20800.0,18.9327,,,18.9327,high,above_winner_line,baseline_multiplier=18.93
cec131dc0fc4,instagram,rubenthebuilder_,P5: Seeing through the listing,"POV: You don't need $100,000 to build a house",https://www.instagram.com/reel/DbWUXZXB6lm/,121600.0,6700.0,18.1493,,,18.1493,high,above_winner_line,baseline_multiplier=18.15
1bb538ed4ffb,instagram,jawmux,P1: Money you can live with,"Blackstone: ""Renting is cheaper... What if your fridge breaks? 😭""",https://www.instagram.com/reel/DagxHHATMei/,1600000.0,88700.0,18.0383,,,18.0383,high,above_winner_line,baseline_multiplier=18.04
2c9d6eb289bd,tiktok,missleighh,P1: Money you can live with,how much we pay for our mortgage every month as a 36-year-old,https://www.tiktok.com/@missleighh/video/7668860795744259341,27000.0,1500.0,18.0,,,18.0,high,above_winner_line,baseline_multiplier=18.00
619114bb697f,instagram,dct_89893,P3: Someone on your side,3bhk independent house (with location pin emoji),https://www.instagram.com/reel/DauZcSXPKPe/,130500.0,7500.0,17.4,,,17.4,high,above_winner_line,baseline_multiplier=17.40
34e2711cc9e1,instagram,vipmortgagelasvegas,P1: Money you can live with,If I make $30 an hr. Can I afford to buy a home?,https://www.instagram.com/reel/DZ79hdMJJcI/,171100.0,10400.0,16.4519,,,16.4519,high,above_winner_line,baseline_multiplier=16.45
b47dbd4c1cc2,instagram,manjotkaur_remax,P3: Someone on your side,"NEGOTIATED $24999 BRAMPTON DOUBLE CAR GARAGE DETACHED HOUSE | PIE SHAPED LOT $905,000",https://www.instagram.com/reel/Db5wt3wRR17/,122900.0,7500.0,16.3867,,,16.3867,high,above_winner_line,baseline_multiplier=16.39
d30e21a22ead,tiktok,usf.ch,P3: Someone on your side,Electricity + Gass Available,https://www.tiktok.com/@usf.ch/video/7652685905626713366,180600.0,11600.0,15.569,,,15.569,high,above_winner_line,baseline_multiplier=15.57
dcab8b3621be,instagram,kristinthelender,P1: Money you can live with,REAL ESTATE PRO TIP !! Never put 20% down.,https://www.instagram.com/reel/DaQXqCSyWiH/,1300000.0,89500.0,14.5251,,,14.5251,high,above_winner_line,baseline_multiplier=14.53
0b4a1cdeabd2,instagram,thecowboyofrealestate,P1: Money you can live with,620 score = 5% down payment assistance. Anywhere in the USA! (Except NY),https://www.instagram.com/reel/DaQ0WvSoD3H/,271900.0,19600.0,13.8724,,,13.8724,high,above_winner_line,baseline_multiplier=13.87
87854bffeea9,instagram,tree_house_mumbai_,P3: Someone on your side,KANDIVALI - 1BHK 406-487 sqft 2BHK 594-634 sqft NEAR BY STATION,https://www.instagram.com/reel/DZhDtPAxPlN/,565300.0,43100.0,13.116,,,13.116,high,above_winner_line,baseline_multiplier=13.12
c72d0cc4028f,instagram,propertychannelzim,P3: Someone on your side,HEY WELCOME,https://www.instagram.com/reel/DaBINQOCM2x/,100900.0,10600.0,9.5189,,,9.5189,high,above_winner_line,baseline_multiplier=9.52
f3a1298f8638,tiktok,.mylifeordebt,P1: Money you can live with,USDA gives away free houses,https://www.tiktok.com/@.mylifeordebt/video/7670992927471979807,204700.0,41300.0,4.9564,,,4.9564,high,above_winner_line,baseline_multiplier=4.96
827034c662df,tiktok,toyofficial,P1: Money you can live with,One of the most stressful parts of buying a home isn't just finding the house,https://www.tiktok.com/@toyofficial/video/7655775529118797086,3900000.0,1100000.0,3.5455,,,3.5455,high,above_winner_line,baseline_multiplier=3.55
