154160	5160	And Watt was selling steam engines to
157720	3160	mine owners.
159320	4400	And the purpose of the steam engine was
160880	4640	to replace the horses they used to walk
163720	4080	round and round in circles draining the
165520	5120	mine so that miners could go in and
167800	4880	effectively mine coal, slate, coal,
170640	3760	whatever without drowning.
172680	3120	What he realized is that you could you
174400	2920	as an engineer, you could talk around,
175800	4439	you know, the calorific capacity of the
177320	4639	boiler or the length of the piston
180239	3241	stroke or whatever, and these people
181959	4041	didn't want to know.
183480	4160	So, Watt and Boulton amongst themselves
186000	2959	said, "Well, what do these people really
187640	3520	want to know before they're prepared to
188959	3280	buy a steam engine?"
191160	3720	They said, "They want to know how many
192239	4401	horses they no longer need to feed if
194880	3600	they buy a steam engine. How many horses
196640	4640	can I get rid of if I buy the steam
198480	4440	engine?" So, Watt went out and invented
201280	3160	a unit we still use today, which is
202920	3120	called the horsepower.
204440	3360	And the reason it's not named after a
206040	4080	famous scientist like the ohm or the
207800	4520	Newton or the coulomb or the Watt for
210120	4160	that matter or Celsius or anything of
212320	3919	that kind is because it's a marketing
214280	3560	unit. It was invented for marketing
216239	3720	purposes because he could then go and
217840	4360	say, "If you buy a 25 horsepower steam
219959	4280	engine, you can actually get rid of 75
222200	4120	horses." Cuz I think the horses worked
224239	4761	in shifts, so it does the work of 25
226320	5440	horses, but it does it 24 hours a day,
229000	4080	so you can now get rid of of 75 horses.
231760	3360	And these people would go scribble
233080	4680	scribble scribble scribble scribble cost
235120	4800	of horses cost of feeding horses cost of
237760	3720	looking after horses and you know on the
239920	3320	back of an envelope they could then go
241480	3480	well I'll have two of those. By the way
243240	3240	we went even further than that. I mean
244960	3600	the industrial revolution was a
246480	3760	marketing revolution every bit as much
248560	3760	as it was an industrial revolution
250240	4480	because there was no point in being able
252320	5120	to produce things in abundance if you
254720	4040	couldn't create corresponding demand.
257440	3840	So you know one of the things about the
258760	4720	18th and 19th century in England was it
261280	5120	was an absolutely pioneering period in
263480	4800	terms of how people marketed things. And
266400	4800	that included the steam engine where
268280	5120	Watt and Boulton would go to a mine
271200	4200	owner now let me get this right some
273400	3920	people were already using Newcomen
275400	4080	engines which were less efficient steam
277320	4120	engines than the Watt engine.
279480	3439	And Watt and Boulton would go along to
281440	3320	the people who were already using these
282919	3561	inefficient steam engines and this is
284760	4159	how they priced their their own steam
286480	5760	engine. They said we'll supply it for
288919	5321	free you pay us a third of the money
292240	3520	that you save on coal.
294240	4720	So it was literally hardware as a
295760	5440	service. Bear in mind this was 1775.
298960	4120	I mean years later Rolls-Royce started
301200	3760	charging airlines for jet engines in the
303080	4600	same way effectively. You pay us for
304960	4360	every hour the engine is in service. Now
307680	4440	what was ingenious about that was of
309320	4320	course it aligned the interests of the
312120	3080	people selling the steam engines and the
313640	3240	people owning the mines because the
315200	5000	people in the country where coal was
316880	4760	most expensive most needed to make
320200	3640	to save money on coal. That was
321640	3880	Cornwall. Would tip where those there
323840	4079	were tin mines quite a long way away
325520	4240	from any available coal fields so coal
327919	4041	was more expensive there. And so the
329760	3720	first Watt engines tended to be
331960	4000	installed
333480	4120	in places where coal was most expensive
335960	3080	which meant the mine owners saved more
337600	3280	money and Watt and Boulton made more
339040	3960	money. So they were actually capturing
340880	4320	the upside. Whereas if all you'd done is
343000	4160	said yep it's 100 guineas for a steam
345200	4600	engine you wouldn't been capturing any
347160	4680	of the upside. I mean, this was you
349800	3680	know, I have to say this this was pretty
351840	3520	smart stuff. I mean,
353480	4120	what one of the worst mistakes you can
355360	4640	make is thinking that people 500 years
357600	5720	ago, 300 years ago, 200 years ago were
360000	5240	thick. They were very, very clever.
363320	3880	And probably they had less time staring
365240	4120	at smartphones and more time to be
367200	3440	clever, to be absolutely honest. But
369360	3880	something I discovered the other day is
370640	5680	the Orison straight in Denmark. The
373240	6400	Danish crown wanted to charge
376320	5080	effectively customs duty on any cargos
379640	3520	passing through the straits of Denmark,
381400	2519	and they had a kind of stranglehold over
383160	2320	it.
383919	3641	And the original thing was they'd send
385480	3560	people on board and say,
387560	4120	uh, "We'll estimate the value of your
389040	3800	cargo and we'll charge you 10%."
391680	3200	And they thought this is a lot of
392840	3440	bother. So, they said they said to the
394880	3720	people passing through the Orison
396280	3240	straight, "This isn't like 1350, okay?
398600	3040	It was
399520	5120	uh you tell us what your cargo's worth,
401640	5640	okay? Uh, we'll charge you 10% on that.
404640	4520	Oh, and by the way, every now and then
407280	3200	we'll randomly buy your cargo at the
409160	3520	price you quoted."
410480	3160	>> Dude, that's like how we pay taxes.
412680	3040	>> It's ingenious, [laughter] isn't it?
413640	3840	Yeah. You you can do property valuation
415720	3520	that way, you see? It simply says, "You
417480	3640	tell us what your house is worth, and
419240	3120	the only deal is we have the right to
421120	2280	buy your house for that amount of
422360	3160	money."
423400	4240	>> What's funny is, um, I think that in
425520	4480	America, I think it's like
427640	3480	I think 0.4%. I could be getting the
430000	3680	numbers off. It could but it's like
431120	4320	between 0.4 and like 2% of Americans get
433680	4040	audited every year.
435440	3440	And like if you do the math, it's like I
437720	3000	don't know, man. It might be worth
438880	3960	pushing it and just get audited once
440720	3640	every, uh, 30 years.
442840	3440	>> actually right. Yeah. I mean, having
444360	4120	said that, an IRS audit, from what I've
446280	4520	heard, is a living nightmare, isn't it?
448480	3920	>> Yeah. Yeah. Yeah, I'm not actually being
450800	4560	serious. You know who needs the
452400	5080	modern-day horsepower is all of the AI
455360	4320	products. You know, if you if you if you
457480	3439	have Claude and you have ChatGPT,
459680	3720	essentially they're all making the
460919	3961	same-looking product, right? It looks
463400	2400	like a chat interface and then it you
464880	2720	type something and then it gives you
465800	4680	something back. And so they're not
467600	5000	differentiated in the experience or the
470480	3640	the look and feel of the product that
472600	3200	much. And then they come out with these
474120	4800	models and each one has a different, you
475800	5800	know, Opus 3.0 light, heavy, expert,
478920	5280	pro, plus and you're you you have no
481600	5000	idea which to use and then they use
484200	5440	benchmarks that are it's like on the
486600	6400	crud lightweight benchmark of coding
489640	4640	expertise we're at 3.779.
493000	2640	Why don't they just have the equivalent
494280	2160	of horsepower? Why don't they just write
495640	3000	IQ?
496440	4160	>> Yeah, or when like Apple was like the
498640	3640	iPhone instead of saying like it's X
500600	3200	amount of megabytes of gigs, they said a
502280	2960	thousand songs in your pocket.
503800	3160	>> A thousand songs in your pocket. Now,
505240	3320	this is the classic thing which is that
506960	3800	engineers,
508560	4280	whether they know it or not, deep down
510760	3279	just want to impress other engineers.
512840	4120	Okay?
514039	4680	And so a psychological solution in their
516960	3840	engineering community would be seen as
518719	3880	cheating. So, I'll make the same point
520800	4039	about electric cars which is you have
522599	3921	this thing called range anxiety and
524839	3041	we're spending billions and billions of
526520	3520	dollars a year trying to produce
527880	3480	batteries with a higher energy density.
530040	2640	It's a really good thing. I'm not I'm
531360	3640	not saying, "Hey engineers, you're
532680	4920	wasting your time." But
535000	5240	isn't it cheaper just to reduce anxiety
537600	4880	rather than to increase range? Because
540240	4720	if the way to reduce range anxiety is
542480	4080	always to increase range, we'll end up
544960	3040	with electric cars being heavier than
546560	3720	they need to be, more expensive than
548000	3880	they need to be and you know, with 50
550280	4559	kilowatt hours sitting outside your
551880	5680	house 95% of the time effectively doing
554839	4521	nothing. So, reducing anxiety and I
557560	4040	realized by the way how irrational this
559360	4320	is. Well, I explained the story which is
561600	4360	it it fascinates me because
563680	3640	one of the things I think that helps, if
565960	3600	you want to do this, is to have some
567320	4400	degree of metacognition.
569560	4360	Which is you don't just think, you think
571720	4560	about your own thinking. It It's
573920	4120	apparently true of fighter pilots. The
576280	3360	really good fighter pilots have good
578040	4080	cognitive skills, but they also have
579640	3560	good metacognitive skills. They don't
582120	2800	just go, "I'm going to do that
583200	3320	instinctively." but they also ask, "Is
584920	4440	there a reason why I shouldn't be doing
586520	5480	that in this instance?" Okay? Or this
589360	5320	time it's different, as it were.
592000	5160	And so, my wife's car is a Mini Cooper
594680	3560	Electric and it's got about a I guess
597160	3880	it's about
598240	4720	uh 28-30 kWh battery and a range of
601040	4080	about 100 mi.
602960	4960	And I've got the Lotus Eletre, which is
605120	4320	a 112 kWh battery, range of about 300
607920	2680	mi.
609440	2760	And I got back from quite a lot of
610600	2640	driving. I'd been down to Wales and
612200	3800	back.
613240	4480	And the car's down to 16%, okay? And I'm
616000	4800	getting And all the lights have gone
617720	4920	amber cuz it's at 16%, so I'm get I'm
620800	4400	I'm going white knuckle on this. I'm
622640	4920	going, "God, I'm down to 16%. Oh my
625200	4720	goodness, I'm down 16%."
627560	5400	Then I look at the actual range and it's
629920	5240	about 58 mi. Now, my wife's car, that's
632960	4160	56%.
635160	4880	Okay? And my wife's car, we drive around
637120	5160	at 56%, i.e. with a range of 56 mi, all
640040	3680	the time without the slightest mention
642280	4680	of anxiety.
643720	5880	But when that's expressed as 16%, not 56
646960	5200	mi, okay? I'm suddenly having
649600	6360	conniptions and really panicking. Now,
652160	5960	what that suggests is that range anxiety
655960	3879	is much more a factor of psychology than
658120	3719	it is of physics.
659839	5681	And the problem with trying to increase
661839	5761	battery range is that laws of physics
665520	4240	are actually kind of set in stone to a
667600	3920	large part, okay? There's not much you
669760	3360	can do about the laws of physics.
671520	3960	Whereas the laws of psychology are
673120	3600	magnificently malleable. And so, that's
675480	2880	the thing that really interests me
676720	4440	because we spend a lot of time
678360	5680	effectively trying to uh work within the
681160	4800	laws of physics, which are immutable.
684040	5080	When it would be a lot easier just to
685960	5200	say, "Actually, you know, why don't we
689120	3640	Why don't we take this undesirable thing
691160	2520	and make it cool?"
692760	3400	Right? [laughter]
693680	4120	>> You know, this is the uh elevators need
696160	2600	to go faster. No, no, no, just put a
697800	2280	mirror in the elevator.
698760	3480	>> a mirror. Just put a mirror. People will
700080	3640	be happy looking at themselves.
702240	3560	And it's actually, by the way, it gets
703720	4840	quite philosophical this because you
705800	5520	suddenly realize that
708560	6440	literally trillions of dollars of effort
711320	7840	are invested by businesses every year
715000	7000	in pursuit of metrics which the customer
719160	6160	may not notice or care about, whereas at
722000	4720	the same time no money is spent
725320	3520	on things which would actually make a
726720	4320	huge difference. There are relatively
728840	4880	easy wins here for both government and
731040	4720	the private sector in saying
733720	3920	I'll give you an example of this. So, I
735760	3520	call this reverse benchmarking. In other
737640	3680	words, you look at all the metrics that
739280	4080	everybody cares about in the category.
741320	4400	You find a metric that's been completely
743360	4960	and ridiculously neglected, and you
745720	4880	double down on that thing. Now,
748320	4160	I first came across this in Will
750600	3360	Guidara's fantastic book Unreasonable
752480	3000	Hospitality.
753960	3720	He goes to the number one restaurant in
755480	3640	the world. All of his team say we ought
757680	2880	to copy this, we ought to do that thing
759120	2800	with the napkins. I really like what
760560	4080	they do in the bathrooms with the
761920	4160	scented chopsticks. Let's copy that. And
764640	3520	Guidara goes, "Not going to copy any of
766080	3960	that because two One, we can't afford
768160	3800	to, and two, they're already doing it.
770040	3680	What I want to know from you is what out
771960	3160	of this evening at the world's best
773720	2800	restaurant, Michelin three-star
775120	2880	restaurant, something like that. What
776520	4280	was a bit disappointing? What was a bit
778000	4839	meh?" And they said, "The coffee was a
780800	4920	bit average. You know, it was nothing
782839	5361	special. And the beer drinkers, probably
785720	4400	the chefs who'd gone along, got treated
788200	3760	really crappily, shabbily compared to
790120	3600	the wine drinkers."
791960	3920	So, he goes back to his own restaurant
793720	3840	and he appoints a coffee sommelier and a
795880	3959	beer sommelier.
797560	4640	And he says, "Your job is not just to
799839	4081	benchmark against these people, it's to
802200	3200	hit it out of the park." Now, if you
803920	3360	think about it,
805400	3200	taking something that's bad about the
807280	4040	category,
808600	4760	not not saying we need to raise our
811320	4680	level to the category average, but
813360	4680	instead doing it spectacularly well,
816000	4840	something that nobody's expecting. That
818040	4360	was what Apple did, I would argue, okay?
820840	3240	That's what Buc-ee's did. I don't know
822400	2480	if you're Buc-ee's Where Where are you
824080	2520	in the US? [clears throat]
824880	2520	>> Yeah, I live in Texas. We We We're big
826600	2520	Buc-ee's guys.
827400	3760	>> Yeah, okay.
829120	3800	Basically started with an insight around
831160	3440	women's restrooms. Now, you could have
832920	3200	just had averagely clean women's
834600	2840	restrooms. You would have benchmarked
836120	3280	Never mind that. They're like the bloody
837440	3360	Hall of Mirrors at Versailles, right? I
839400	3240	mean, I haven't been in them, but I The
840800	4000	men's restrooms are pretty good, but the
842640	3080	women's ones are apparently sensational.
844800	2560	And
845720	4040	my argument is that, you know, if you
847360	4600	Let's say you're a hotel, okay?
849760	3960	Everybody will focus on the rack rate
851960	4000	and the this and the size of the room
853720	5360	and, you know, and so on and so forth.
855960	5640	Have you ever had a ho- even a really
859080	4440	expensive hotel, a laundry experience
861600	3480	that isn't a bit of a pain in the ass?
863520	3440	You know, you've got to fill in a form,
865080	3480	you've got to put it in the bag. By the
866960	3600	way, if you get your laundry back, they
868560	4080	never replace the bag the second day.
870560	3240	So, if you want a second lot of laundry,
872640	4480	you've got to ring up and ask for
873800	4920	another bag and another form. Okay? Now,
877120	3360	what would happen if a hotel If I stayed
878720	4480	in a hotel, which was I'm not saying you
880480	4400	could be totally [ __ ] okay, as a hotel,
883200	2960	as long as you have a brilliant laundry
884880	3840	service.
886160	4679	You know, Apple is, you know, on a par
888720	5040	technologically with other
890839	4561	entities, but it's sensationally good at
893760	3760	the emotional component. You know,
895400	4360	Buc-ee's is what we But it's it's it's a
897520	4000	thing apart. You know, U- Uber doesn't
899760	3400	have cabs that smell of urine. I'm not
901520	2800	suggesting you can neglect the other
903160	3679	stuff.
904320	4400	But I think what you can do is that when
906839	4281	you cause the cu- customer to pay
908720	4360	attention to something, it consequently
911120	3800	becomes more important.
913080	4600	Because it's surprising
914920	5960	and because it it's attention-grabbing,
917680	6200	it therefore suddenly uh causes the
920880	5000	consumer to completely re-weight
923880	3840	their utility function. Now, one of my
925880	3560	examples would be car rental. I don't I
927720	3160	don't know if you rent cars at airports,
929440	2320	presumably occasionally.
930880	2440	>> Hate doing it. Yeah.
931760	4040	>> Yeah, exactly. Hate doing it. Now,
933320	3880	once you've driven out of the car park,
935800	2200	it's the same [ __ ] It doesn't really
937200	2520	matter.
938000	2920	Maybe you can make rental return a bit
939720	2680	better, but let's not worry about that,
940920	3520	okay?
942400	4880	I just ask the question, why is it that
944440	5080	when I book a taxi for $100 to pick me
947280	4280	up from the airport here in London,
949520	4760	they meet me at arrivals and even push
951560	5720	my trolley with luggage to the car park,
954280	5200	yeah? But if I rent a car for $600, I've
957280	3960	got to find and queue at the car rental
959480	3360	desk.
961240	4840	Then I've got to go and find, often in
962840	5640	like 110° heat, I've got to go and find
966080	4720	the car, and then, by the way, there is
968480	4400	there isn't even a laminated sheet of A4
970800	4080	paper in the car saying, "This is how
972880	3560	you open the fuel filler cap. This is
974880	3320	how you release the handbrake." You
976440	4240	know, there's nothing, right?
978200	5080	Once you're in the car, about 10-20
980680	4640	minutes in, you start to enjoy it. But
983280	3520	that initial bit, which nobody seems to
985320	3600	be measuring,
986800	4960	is the bit that's terrible. Now, in some
988920	5120	cases, I would literally happily pay 100
991760	4600	quid if the deal is, "We meet you at
994040	4560	arrivals, okay? We take the luggage to
996360	4240	the car. We hand you the keys. We answer
998600	3960	your questions about how the car works."
1000600	3280	If, by the way, they also turn the air
1002560	3320	Now, you could do this with electric
1003880	4280	cars. If they also turn the air
1005880	5200	conditioning on 10 minutes in advance,
1008160	3960	okay? Now you've done something which is
1011080	2759	Now, there's that thing What What's
1012120	3000	What's that funny thing? Turo, isn't
1013839	3881	there? I think.
1015120	3960	Which because it's humans might might be
1017720	2080	able to create something a bit like
1019080	2840	that.
1019800	4440	>> Yeah, they I I use Turo all the time.
1021920	4840	They have a thing where it will the the
1024240	5000	owner will drive to your home.
1026760	4199	>> And because of that, by the way,
1029240	3440	when I rent cars at large American
1030959	4240	airports, at Phoenix or somewhere like
1032680	4720	that, I actually arrive at Phoenix, take
1035199	4681	a taxi to the hotel, and then book the
1037400	5520	car the next day. Because the downtown
1039880	4720	experience of car rental with no luggage
1042920	3760	is so much better than the airport
1044600	3000	experience with luggage.
1046680	2200	>> You know, we asked you a question
1047600	2800	earlier of like, so how do you do it?
1048880	3040	And it sounds like one thing that I'm
1050400	3800	picking up is, you know, you pay
1051920	4240	attention to what irritates you. And
1054200	4240	instead of just complaining about it,
1056160	4000	that's a great source material. I think
1058440	3080	Jerry Seinfeld says, "Irritation is
1060160	3960	innovation." I think when he was
1061520	4000	creating his uh his talk show, it's
1064120	2840	because he had been for years he'd been
1065520	2640	famous, he got invited on late night
1066960	2400	talk shows, and he would go and it's
1068160	2840	just every if you look at every late
1069360	2880	night talk show, it's the exact same.
1071000	2880	There's the guy at the desk, there's the
1072240	2760	cheesy music, there's the band guy that
1073880	3600	they have, you know, sort of forced
1075000	4720	laughter with. And when he created
1077480	3480	Comedians in Cars Getting Coffee, it was
1079720	2480	the equivalent of a talk show. He's
1080960	3240	like, "What's the opposite of everything
1082200	3480	I hate about those things?" And then he
1084200	2800	created something and I think licensed
1085680	2520	it for like a hundred million dollars to
1087000	3320	Netflix,
1088200	3200	starting with irritation at the way that
1090320	2280	this thing always works.
1091400	3880	>> There's a British show, I don't know if
1092600	3800	this exists in the US called Room 101.
1095280	3600	>> I don't know it.
1096400	4720	>> Room 101 is, I think it's from Orwell.
1098880	4160	It's the room to which you banish things
1101120	3200	that you really want to get rid of. And
1103040	3880	people will come in and just have a
1104320	5440	rant, and it will be everything from,
1106920	5440	you know, uh potholes, slightly boring
1109760	4240	choice, to cummerbunds, or something
1112360	3280	similar like that, you know. But
1114000	4080	something that people just think is
1115640	4240	utterly unnecessary and needs to be
1118080	3880	eradicated. And you're absolutely right,
1119880	4120	irritation is innovation.
1121960	4480	And so, one of the things is that I
1124000	4240	would argue that um there are in a
1126440	3880	sense, there are two really valuable
1128240	4880	things, one of which is what you might
1130320	6160	call the meta stuff, which is what are
1133120	4880	you really in the business of? Now,
1136480	4120	you know, Nassim Taleb and I had this
1138000	5120	conversation about why you actually buy
1140600	4240	the things you buy. And my joke is, you
1143120	3760	know, my jokes were, "The reason you
1144840	4120	have a swimming pool isn't to swim in
1146880	3880	it. It's so that you can walk around
1148960	4000	your garden in a bathing costume without
1150760	5160	feeling like an idiot, okay? So, on a
1152960	5360	hot day, you can walk outside and and
1155920	4760	lie outside without wearing many clothes
1158320	4680	without feeling stupid, okay? And a
1160680	5640	dishwasher isn't principally valuable
1163000	4720	cuz it washes your crockery and plates.
1166320	2400	It's valuable cuz it keeps them out of
1167720	2600	sight.
1168720	3400	But when you when you look at these
1170320	3760	things and go, "Maybe it's not about
1172120	3720	this, maybe it's all about that." What
1174080	3480	you have to acknowledge is two things, I
1175840	3480	think. One,
1177560	3520	you've got to let go of two handholds at
1179320	4200	once, which is what makes it difficult.
1181080	4320	One is economic logic. You know, if we
1183520	3440	reduce the price, more people will buy
1185400	3520	it.
1186960	3720	Economic logic is has very bad
1188920	3920	predictive value, I think, in the you
1190680	3560	know, in consumer behavior.
1192840	4000	And the other thing you've got to you've
1194240	5080	got to partly abandon is conventional
1196840	4280	approaches to market research.
1199320	3760	Where you you think that we've asked the
1201120	4320	customer what it is they want and they
1203080	5440	will tell us. Because most of what we
1205440	4240	feel isn't even thought, let alone
1208520	3760	spoken.
1209680	6120	And And also, there are very very large
1212280	5720	areas of consumer behavior which are
1215800	3080	they may be meta-rational at some level,
1218000	3440	but
1218880	5600	nobody will ever tell you, "I would buy
1221440	4000	that product if it were more expensive."
1224480	3920	But there are
1225440	4560	plenty of documented cases
1228400	3680	of exactly that happening.
1230000	4160	>> I think you you you're buddies with the
1232080	2920	Daniel Kahneman uh thinking
1234160	2200	>> Kahneman. I
1235000	3040	I I Yeah.
1236360	2640	>> And he in his book Thinking Fast and
1238040	2440	Slow, I don't know if you read that,
1239000	3440	Sean, but one of his like one of the
1240480	3560	famous examples was The Economist, I
1242440	3480	think it was, or something like that.
1244040	5880	They like do uh this thing where they
1245920	4000	say, "You can get The Economist
1250080	3920	for $20 a month and you get all of these
1252080	3240	things. And if you get the other version
1254000	3920	of The Economist, you get all of these
1255320	4720	things plus digital access."
1257920	4680	>> Paper Paper only, paper plus digital,
1260040	4920	and digital only. And paper only and
1262600	4160	paper plus digital were the same price.
1264960	3480	So, you looked at that and your mental
1266760	3400	frame was, "If I get the if I get the
1268440	4440	paper version, I'm getting the digital
1270160	5360	one for free. Vanishingly few people
1272880	4840	ordered paper only. Now if you remove
1275520	4200	the paper only one,
1277720	4320	so you you know, effectively you had
1279720	3960	digital or digital plus paper,
1282040	3480	vanishingly few people chose the one in
1283680	4760	the middle. But the presence of the
1285520	5840	middle option increased by about two or
1288440	4560	300% the number of people who subscribed
1291360	2840	to paper plus digital instead of
1293000	3640	digital.
1294200	4160	It I think it shifted the ratio from one
1296640	3200	direction to the other. And by the way,
1298360	3920	that's pretty valuable to the economist
1299840	4520	because my hunch is that their paper
1302280	3600	circulation is much more valuable in
1304360	3280	terms of advertising revenue than their
1305880	3560	digital circulation is.
1307640	5320	>> One of the best Ogilvy ads, my favorite
1309440	5480	ad, is David Ogilvy writes this letter
1312960	5240	and it's I think it's called how we
1314920	6040	write ads at Ogilvy. And he like has
1318200	5800	this like long, maybe 1,000 or 2,000
1320960	5120	word essay on like the 18 points on how
1324000	3280	they create ads that are effective. And
1326080	2400	some people might be like, well, why
1327280	3320	would you give your secret away? And he
1328480	3360	was like, well, I'm going to teach them
1330600	3240	how we think.
1331840	4560	>> There's also really interesting aspect
1333840	4960	in business, which is if you give your
1336400	3960	secrets away, you assume that people
1338800	3920	will copy you.
1340360	4120	And the odd thing is they don't. And
1342720	4280	quite often the reason is they're just
1344480	4960	culturally incapable of doing it.
1347000	5120	So for example, if you point out that
1349440	4880	physical direct mail is very successful
1352120	3800	for a business,
1354320	3000	you'd think that your competitors would
1355920	3440	go, well, that's a useful learning. I
1357320	4240	must do some more of that. What you then
1359360	4160	discover is no, actually they're
1361560	4480	culturally they just find using, for
1363520	5760	example, an old-fashioned advertising
1366040	5640	medium simply too difficult to justify
1369280	5080	or too unfashionable or whatever it may
1371680	4760	be to be comfortable with it. So even if
1374360	4600	you just give away the evidence of how
1376440	4720	you do what you do, what you find is
1378960	3160	that you're copied much less than you'd
1381160	2760	expect.
1382120	3640	>> You said you study
1383920	3960	how we think or you like to talk about
1385760	4600	how we think versus what you do. Let's
1387880	3960	break that down. Okay, so
1390360	3400	if I just asked you a very simple
1391840	3000	question that's probably very broad and
1393760	3200	you could take it any direction you
1394840	5120	want. How do we think?
1396960	5160	>> I think what happens is that small
1399960	4960	businesses, family-owned businesses to
1402120	4720	some extent, founder-led businesses are
1404920	4440	an exception here.
1406840	6120	What's interesting is simply being able
1409360	5720	to understand that value is
1412960	3920	not really produced in the factory, it's
1415080	3240	produced in the mind.
1416880	3160	And that
1418320	4560	there are two ways of making money. You
1420040	5240	can either make desirable things or you
1422880	4520	can make things desirable.
1425280	4560	And each of them is as profitable as the
1427400	5360	other. For some reason, once a business
1429840	5000	fit hits a certain size, it gets focused
1432760	3880	on what it does,
1434840	3440	not what it means.
1436640	4680	And I think there's a kind of invisible
1438280	5880	loss there. Now, similarly, at the same
1441320	5880	time, I think those businesses lose the
1444160	4600	capacity to innovate as well. Something
1447200	5080	Something rather depressing happens,
1448760	6400	which is uh you effectively get caught
1452280	4920	in a mindset where you
1455160	4480	probably have a mental metaphor for your
1457200	3880	business. You You're looking at it as if
1459640	3040	you are an engineer looking at a piece
1461080	3600	of machinery.
1462680	3800	And it's reductionist. It's about
1464680	4080	optimizing the parts rather than
1466480	5400	optimizing the whole.
1468760	4400	And at some level, I think, uh that
1471880	3760	model
1473160	5400	becomes unhelpful. But also, what
1475640	5280	happens, I think, is that you become
1478560	4560	more and more uncomfortable with
1480920	3920	uncertainty. And this is where it gets
1483120	3520	quite interesting. There's a wonderful
1484840	3920	story I always tell, which is Richard
1486640	4400	Thaler, the Nobel Prize-winning
1488760	4240	economist and behavioral economist, the
1491040	4200	author of Nudge.
1493000	4760	He once spoke to a
1495240	5360	board of about 10 people, very large
1497760	4720	company. And he goes to the eight heads
1500600	3560	of the largest divisions of this company
1502480	4360	and he asked them all simultaneously a
1504160	4680	question. Would you take a decision if
1506840	5680	it had a 50% chance of increasing your
1508840	6560	profits next year by 50% and a 20%
1512520	4360	chance of reducing your profits by 30%?
1515400	2600	And six out of the eight of them said,
1516880	3080	"No."
1518000	3080	And Thaler goes back and says, "Well,
1519960	3080	you know,
1521080	3920	you're all good enough mathematicians, I
1523040	4840	assume, to realize these are highly
1525000	6000	favorable odds. To a gambling man, you
1527880	5240	know, this is a very, very good bet.
1531000	3960	And yet you declined to take part. Why
1533120	4240	is that?" And they replied, six out of
1534960	4480	the eight of them, "Uh because
1537360	3680	uh 20% of the time or 30% of the time
1539440	3160	I'd lose my job."
1541040	3600	And then the interesting thing happens,
1542600	4320	which is the chief executive is sitting
1544640	4200	at the end of the table and looks aghast
1546920	4040	at the eight people and goes, "But I
1548840	5280	wanted all of you to take those odds
1550960	5040	because net net, in aggregate, we'd
1554120	3080	almost certainly end up massively better
1556000	3920	off.
1557200	4800	Yes, two divisions, one division, might
1559920	4200	have a slightly disappointing year, but
1562000	4280	four of them would perform
1564120	4120	spectacularly."
1566280	5120	And you realize that the way that
1568240	5200	businesses are structured, as you push
1571400	3240	responsibility and accountability
1573440	3120	further and further down the
1574640	3240	organization, they become more and more
1576560	3760	risk averse and they become more and
1577880	5360	more uncertainty averse.
