date,source,segment_key,name,company,source_url,website,phone,email,location,buyer_segment,pain_signal,fast_cash_score,buyer_fit_score,workflow_pain_score,contactability_score,total_score,reason_to_contact,outreach_angle,connection_message_angle,follow_up_status,notes
2026-05-09,apify:maps,founder-led-experts,Boost Brand Marketing,Boost Brand Marketing,https://www.google.com/maps/search/?api=1&query=Boost%20Brand%20Marketing&query_place_id=ChIJ0woFKeibwoARQxLuAJLZqrk,https://boostbrandmarketing.com/,(818) 455-5427,,"19851 Nordhoff Pl Unit 105, Suite I, Chatsworth, CA 91311",Founder-led expert/service business,Marketing consultant,5,5,5,4,19,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Marketing consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,Beaver Branding Agency Los Angeles,Beaver Branding Agency Los Angeles,https://www.google.com/maps/search/?api=1&query=Beaver%20Branding%20Agency%20Los%20Angeles&query_place_id=ChIJGzSJwK-VwoARxqf8WlwxmNA,https://beaverbranding.com/,(747) 277-9705,,"3029 San Fernando Rd #120, Burbank, CA 91504",Founder-led expert/service business,Marketing consultant,5,5,5,4,19,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Marketing consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,Flasch International,Flasch International,https://www.google.com/maps/search/?api=1&query=Flasch%20International&query_place_id=ChIJVYjLs3iQwoARKRyvsT2ACzo,http://www.unadvertise.com/,(818) 366-3710,,"10315 Woodley Ave # 132, Granada Hills, CA 91344",Founder-led expert/service business,Marketing consultant,5,5,5,4,19,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Marketing consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,Scott Richards Business Consulting,Scott Richards Business Consulting,https://www.google.com/maps/search/?api=1&query=Scott%20Richards%20Business%20Consulting&query_place_id=ChIJeQS1CLa5woARxIeUc14bmZ0,https://www.scottrichardsconsulting.com/,,,"8619 Washington Blvd, Culver City, CA 90232",Founder-led expert/service business,Business management consultant,5,5,5,3,18,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Business management consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,INTELLIGEN AI,INTELLIGEN AI,https://www.google.com/maps/search/?api=1&query=INTELLIGEN%20AI&query_place_id=ChIJVV8wm9yXwoARXIKZAYBegTg,https://intelligenai.online/,(323) 859-6988,,"5501 Laurel Canyon Blvd, North Hollywood, CA 91607",AI-forward agency/automation consultant,Marketing agency,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Marketing agency. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,WeLevel,WeLevel,https://www.google.com/maps/search/?api=1&query=WeLevel&query_place_id=ChIJTdfZhsHTtqUR-j1t-eFCICE,https://www.welevel.net/,(310) 500-9699,,Los Angeles,AI-forward agency/automation consultant,Marketing agency,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Marketing agency. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Ultimate Software - Top AI Development Consulting Companies,Ultimate Software - Top AI Development Consulting Companies,https://www.google.com/maps/search/?api=1&query=Ultimate%20Software%20-%20Top%20AI%20Development%20Consulting%20Companies&query_place_id=ChIJR6e_riK1woARSVKMQdeDWT4,https://ultimate.software/,(571) 571-8584,,"20100 S Western Ave Unit R108, Torrance, CA 90501",AI-forward agency/automation consultant,Software company,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Software company. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,AI Development Service Group Corporation,AI Development Service Group Corporation,https://www.google.com/maps/search/?api=1&query=AI%20Development%20Service%20Group%20Corporation&query_place_id=ChIJ6xWRfba7woARD2rrj1uvFkA,https://www.aidsgc.com/,(800) 729-6103,,"9415 Culver Blvd Suite 63, Culver City, CA 90232",AI-forward agency/automation consultant,Business management consultant,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Business management consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Heed AI Solutions,Heed AI Solutions,https://www.google.com/maps/search/?api=1&query=Heed%20AI%20Solutions&query_place_id=ChIJtwIS_9-ZwoARo11zvdvRk-g,https://heedaisolutions.com/,(310) 363-0826,,"5457 Cromer Pl, Woodland Hills, CA 91367",AI-forward agency/automation consultant,Consultant,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Ai Analytical,Ai Analytical,https://www.google.com/maps/search/?api=1&query=Ai%20Analytical&query_place_id=ChIJVVWlqbTHwoARVmYOqPxwckI,https://www.google.com/maps/search/?api=1&query=Ai%20Analytical&query_place_id=ChIJVVWlqbTHwoARVmYOqPxwckI,(714) 932-3473,,"555 W 5th St # 50, Los Angeles, CA 90013",AI-forward agency/automation consultant,Consultant,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,The Trusted Automation,The Trusted Automation,https://www.google.com/maps/search/?api=1&query=The%20Trusted%20Automation&query_place_id=ChIJdWmT_fG3woARrl_p0pfVG1Q,https://thetrustedautomation.com/,(213) 513-5300,,"5777 W Century Blvd 1110 Suite 422, Los Angeles, CA 90045",AI-forward agency/automation consultant,Educational consultant,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Educational consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Edeska (Business Consultants & PPC Agency),Edeska (Business Consultants & PPC Agency),https://www.google.com/maps/search/?api=1&query=Edeska%20(Business%20Consultants%20%26%20PPC%20Agency)&query_place_id=ChIJv_BbNJ-wwoARnl272d1RYVw,http://www.edeska.com/,(855) 546-0037,,"12130 Millennium Dr #300, Los Angeles, CA 90094",AI-forward agency/automation consultant,Marketing agency,4,5,5,4,18,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Marketing agency. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,John Volturo Executive Coach,John Volturo Executive Coach,https://www.google.com/maps/search/?api=1&query=John%20Volturo%20Executive%20Coach&query_place_id=ChIJf809Tp-jwoAR-fC8pO7dcxk,http://volturocoaching.com/,(310) 880-6645,,"15332 Antioch St, Pacific Palisades, CA 90272",Founder-led expert/service business,Life coach,5,5,3,4,17,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Life coach. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,Lauren Armistead Executive Coaching,Lauren Armistead Executive Coaching,https://www.google.com/maps/search/?api=1&query=Lauren%20Armistead%20Executive%20Coaching&query_place_id=ChIJmb1vZOK9woARMnDGx3XbK3Q,https://www.laurenarmistead.com/,(310) 570-5313,,"11693 San Vicente Blvd, Los Angeles, CA 90049",Founder-led expert/service business,Life coach,5,5,3,4,17,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Life coach. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Insurance Agency Automation Associates,Insurance Agency Automation Associates,https://www.google.com/maps/search/?api=1&query=Insurance%20Agency%20Automation%20Associates&query_place_id=ChIJE3O75M-XwoAR-8BrvcfVJcQ,http://www.ins-automation.com/,,,"14538 Benefit St UNIT 202, Sherman Oaks, CA 91403",AI-forward agency/automation consultant,Consultant,4,5,5,3,17,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Leadly Ai,Leadly Ai,https://www.google.com/maps/search/?api=1&query=Leadly%20Ai&query_place_id=ChIJqS6SfkK7woARUzVi3CgXnRo,http://goleadly.ai/,(323) 366-4422,,"3863 Grand View Blvd, Los Angeles, CA 90066",AI-forward agency/automation consultant,Internet marketing service,4,4,5,4,17,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Internet marketing service. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,Motion Automation Intelligence,Motion Automation Intelligence,https://www.google.com/maps/search/?api=1&query=Motion%20Automation%20Intelligence&query_place_id=ChIJ_yvnC0WUwoAROK5TuGZ2xqU,https://ai.motion.com/,(818) 768-1200,,"7915 Ajay Dr, Sun Valley, CA 91352",AI-forward agency/automation consultant,Automation company,4,4,5,4,17,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Automation company. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,ai-forward-agencies,ACEI Global Consulting Group,ACEI Global Consulting Group,https://www.google.com/maps/search/?api=1&query=ACEI%20Global%20Consulting%20Group&query_place_id=ChIJvW7lmYG5woARzPKS9QjduZU,https://acei-global-consulting.org/contact/,(310) 558-0363,,"8885 Venice Blvd. #205, Los Angeles, CA 90034",AI-forward agency/automation consultant,Consultant,4,4,5,4,17,"AI-forward agencies understand the problem quickly and may need sharper diagnostics, proof assets, or agent-readable delivery layers for their own clients.",Open with a proof-first angle: are clients buying automation before their workflows are clear enough for agents to execute?,Noticed your work around Consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,Polydyne Inc,Polydyne Inc,https://www.google.com/maps/search/?api=1&query=Polydyne%20Inc&query_place_id=ChIJq670y0yiwoARxkeu-JHV72M,https://www.google.com/maps/search/?api=1&query=Polydyne%20Inc&query_place_id=ChIJq670y0yiwoARxkeu-JHV72M,(310) 230-6083,,"16638 Cll Haleigh, Pacific Palisades, CA 90272",Local premium service/business consultant,Business management consultant,3,5,5,4,17,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Business management consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,The NYC Life Coach - Los Angeles Life and Career Coaching with Former Pro Athlete,The NYC Life Coach - Los Angeles Life and Career Coaching with Former Pro Athlete,https://www.google.com/maps/search/?api=1&query=The%20NYC%20Life%20Coach%20-%20Los%20Angeles%20Life%20and%20Career%20Coaching%20with%20Former%20Pro%20Athlete&query_place_id=ChIJYeWg7Di5woAR1qc36EodyE0,https://www.thenyclifecoach.com/,(424) 274-2157,,"6399 Wilshire Blvd #316, Los Angeles, CA 90048",Founder-led expert/service business,Life coach,5,4,3,4,16,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Life coach. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,founder-led-experts,The Miller Group,The Miller Group,https://www.google.com/maps/search/?api=1&query=The%20Miller%20Group&query_place_id=ChIJ2Qi-3Wm7woARmNcjClcn0Sk,https://millergroup.com/,(310) 442-0101,,"1515 Palisades Dr Ste B4, Pacific Palisades, CA 90272",Founder-led expert/service business,Advertising agency,5,4,3,4,16,"Founder-led experts usually have customer language, offer judgment, sales follow-up, content workflow, and delivery standards living in the founder's head.","Open with the correction-tax question: where is AI already close to useful, but still wrong enough that you have to rescue it?",Noticed your work around Advertising agency. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,"Bothnia Consulting Group, Inc.","Bothnia Consulting Group, Inc.",https://www.google.com/maps/search/?api=1&query=Bothnia%20Consulting%20Group%2C%20Inc.&query_place_id=ChIJlfwej0BSKgURvg13Ad9DSJ0,http://www.bothniaconsulting.com/,,,"528 Palisades Dr #549, Pacific Palisades, CA 90272",Local premium service/business consultant,Business management consultant,3,5,5,3,16,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Business management consultant. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,Dogs of Design,Dogs of Design,https://www.google.com/maps/search/?api=1&query=Dogs%20of%20Design&query_place_id=ChIJv33TGUKxwoARe3LMRrz44S4,http://dogsofdesign.com/,(310) 765-7830,,"21809 S Western Ave, Torrance, CA 90501",Local premium service/business consultant,Marketing agency,3,5,4,4,16,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Marketing agency. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,Branding Los Angeles,Branding Los Angeles,https://www.google.com/maps/search/?api=1&query=Branding%20Los%20Angeles&query_place_id=ChIJi553dne7woARJxUObBU_PLE,https://brandinglosangeles.com/,(310) 479-6444,,"11040 Santa Monica Blvd #310, Los Angeles, CA 90025",Local premium service/business consultant,Marketing agency,3,5,4,4,16,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Marketing agency. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,Digital Twenty47,Digital Twenty47,https://www.google.com/maps/search/?api=1&query=Digital%20Twenty47&query_place_id=ChIJk4eya2c13YARJG-rd62XrSI,http://digitaltwenty47.com/,(517) 833-0900,,"879 W 190th St, Gardena, CA 90248",Local premium service/business consultant,Internet marketing service,3,4,4,4,15,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Internet marketing service. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,UvoxUltra,UvoxUltra,https://www.google.com/maps/search/?api=1&query=UvoxUltra&query_place_id=ChIJHVbQMwCjwoARV5idHJu3xRg,https://www.google.com/maps/search/?api=1&query=UvoxUltra&query_place_id=ChIJHVbQMwCjwoARV5idHJu3xRg,(818) 555-0025,,"357 Pintoresca Dr, Pacific Palisades, CA 90272",Local premium service/business consultant,Bookkeeping service,3,3,3,4,13,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Bookkeeping service. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
2026-05-09,apify:maps,local-premium-services,Mike Bravo Design,Mike Bravo Design,https://www.google.com/maps/search/?api=1&query=Mike%20Bravo%20Design&query_place_id=ChIJk8JaSZJ32i0RBFDTD3E1244,https://mikebravo.design/,(424) 645-7358,,Los Angeles,Local premium service/business consultant,Website designer,3,3,2,4,12,"Local premium services often have repeated content, proposal, intake, and delivery workflows where AI can create fast but untrusted drafts.","Open with a practical workflow question: what part of content, proposal, or client delivery still needs a senior person to fix the AI output?",Noticed your work around Website designer. I am mapping where AI output looks finished but still needs expert correction. Curious where that shows up in your workflow?,manual_review_required,Do not contact until manually reviewed. No LinkedIn automation.
